Title,my_label
Assessing the potential of hybrid fossil-solar thermal plants for energy policy making: Brayton cycles,7
Hydrogen production via methane pyrolysis in a liquid metal bubble column reactor with a packed bed,12
Methane cracking as a bridge technology to the hydrogen economy,7
Modeling and model performance evaluation of sewage sludge gasification in fluidized-bed gasifiers using Aspen Plus,12
Analytic optical design of linear Fresnel collectors with variable widths and shifts of mirrors,7
Fresnel-based modular solar fields for performance/cost optimization in solar thermal power plants: A comparison with parabolic trough collectors,7
Comparison of different technologies for integrated solar combined cycles: Analysis of concentrating technology and solar integration,7
Reynolds-number-dependent efficiency characterization of a micro-scale centrifugal compressor using non-conventional working fluids,9
Antigen-Antibody Affinity for Dry Eye Biomarkers by Label Free Biosensing,3
A New Putative Caulimoviridae Genus Discovered through Air Metagenomics,13
Research on the methods for the mass production of multi-scale organs-on-chips,3
Assessment of full-scale tertiary wastewater treatment by UV-C based-AOPs: Removal or persistence of antibiotics and antibiotic resistance genes?,6
Evaluation of photoassisted treatments for norfloxacin removal in water using mesoporous Fe 2 O 3 -TiO 2 materials,6
Impedance-based stability and transient-performance assessment applying maximum peak criteria,9
Effect of control method on impedance-based interactions in a buck converter,9
Modeling electronic power converters in smart dc microgrids - An overview,9
Blackbox Large-Signal Modeling of Grid-Connected DC-AC Electronic Power Converters,9
Discrete-time systems sliding mode switching hyperplane design: A survey,9
Ultraefficient Voltage Doubler Based on a GaN Resonant Switched-Capacitor Converter,9
A training system for Industry 4.0 operators in complex assemblies based on virtual reality and process mining,9
Multi-Output Conditional Inference Trees Applied to the Electricity Market: Variable Importance Analysis,7
APPLICATION OF AN ACTIVE RECTIFIER USED TO MITIGATE CURRENTS DISTORTION IN 6-10 KV DISTRIBUTION GRIDS,7
Comprehensive analysis of different adhesives in aerobiological sampling using optical microscopy and high-throughput DNA sequencing,13
Ultrasonic Pulse-Echo Signal Analysis for Damage Evaluation of Metallic Slit-Plate Hysteretic Dampers,9
Sensitive thermal transitions of nanoscale polymer samples using the bimetallic effect: Application to ultra-thin polythiophene,9
Creep behavior study at 500 degrees C of laser nitrided Ti-6Al-4V alloy,9
Numerical model of the hysteretic behavior of connections between waffle slabs and facade supports,9
Reduction of Discrete Dynamical Systems with Applications to Dynamics Population Models,9
A SEMI-LAGRANGIAN PARTICLE LEVEL SET FINITE ELEMENT METHOD FOR INTERFACE PROBLEMS,9
Efficient design and optimization of bio-photonic sensing cells (BICELLs) for label free biosensing,3
Development of a versatile biotinylated material based on SU-8,3
Propagation of Cross-Section Uncertainties in Criticality Calculations in the Framework of UAM-Phase I Using MCNPX-2.7e and SCALE-6.1,7
The interurban DRAG-Spain model: The main factors of influence on road accidents in Spain,3
"Presentation and Discussion of the UAM/Exercise I-1b: ""Pin-Cell Burn-Up Benchmark"" with the Hybrid Method",9
Vulnerability analysis of RC buildings with wide beams located in moderate seismicity regions,9
Social identity changes in networked organizations,8
Variable Structure Control with Chattering Reduction of a Generalized T-S Model,9
An Aerial-Ground Robotic System for Navigation and Obstacle Mapping in Large Outdoor Areas,9
Silica final lens performance in laser fusion facilities: HiPER and LIFE,7
Cross-Entropy Optimization for Scaling Factors of a Fuzzy Controller: A See-and-Avoid Approach for Unmanned Aerial Systems,9
Analysis of the influence of the plasma thermodynamic regime in the spectrally resolved and mean radiative opacity calculations of carbon plasmas in a wide range of density and temperature,7
Analysis of the traded volume drivers of the Iberian power futures market,7
A Survey of Collective Movement of Mobile Robots,9
A New Simple Method for Estimating Exergy Destruction in Heat Exchangers,9
Evaluation of the Magnetic Field Generated by the Inverter of an Electric Vehicle,9
Near-optimal coverage trajectories for image mosaicing using a mini quad-rotor over irregular-shaped fields,9
Influence of the track quality and of the properties of the wheel-rail rolling contact on vehicle dynamics,9
Sensitivity analysis to assess the influence of the inertial properties of railway vehicle bodies on the vehicle's dynamic behaviour,9
"Assessment of the influence of the elastic properties of rail vehicle suspensions on safety, ride quality and track fatigue",9
Remote Laboratories for Education and Research Purposes in Automatic Control Systems,4
Determination of Tube Theory Parameters Using a Simple Grid Model as an Example,9
Assessment of interatomic potentials for atomistic analysis of static and dynamic properties of screw dislocations in W,9
Approach to integrate product conceptual design information into a computer-aided design system,9
An investigation into the performance of a new mechanical thrombectomy device using bond graph modeling: application to the extraction of blood clots in the middle cerebral artery,3
Analysis of dynamic behavior and safety of baby carriages in public transportation buses,11
Relativistic shock waves in the laboratory,9
An improved bit parallel exact maximum clique algorithm,9
Relativistic screened hydrogenic radial integrals,9
The new challenges of end-of-life tyres management systems: A Spanish case study,12
Game Theory Models for Multi-Robot Patrolling of Infrastructures,9
Shear strengthening of reinforced concrete members with CFRP sheets,9
Moment transfer and influence of transverse beams in interior waffle flat plate-column connections under lateral loading,9
Comparison of Boost-Based MPPT Topologies for Space Applications,9
Advanced Control for Very Fast DC-DC Converters Based on Hysteresis of the C-out Current,9
Monte Carlo uncertainty propagation approaches in ADS burn-up calculations,9
Daily and hourly sourcing of metallic and mineral dust in urban air contaminated by traffic and coal-burning emissions,13
Offline GA-Based Optimization for Heterogeneous Modular Multiconfigurable Chained Microrobots,9
Characterization of direct- and back-scribing laser patterning of SnO2:F for a-Si:H PV module fabrication,9
Carbon dioxide adsorption in chemically activated carbon from sewage sludge,12
Design and kinematic analysis of 3PSS-1S wrist for needle insertion guidance,3
Modelling Saharan dust transport into the Mediterranean basin with CMAQ,13
Stability of vacancy clusters in FeCr alloys: A study of the Cr concentration dependence,9
Identification and cascade control by nonlinearities reversion of a quadrotor for the Control Engineering Competition CEA IFAC 2012,9
A comparative study of Monte Carlo-coupled depletion codes applied to a Sodium Fast Reactor design loaded with minor actinides,7
Methodologies for an improved prediction of the isotopic content in high burnup samples. Application to Vandellos-II reactor core,7
Modal contribution and state space order selection in operational modal analysis,9
Inorganic Nanoparticle-Modified Poly(Phenylene Sulphide)/Carbon Fiber Laminates: Thermomechanical Behaviour,9
Analysis of the Iberian Power Forward Price Formation,7
An Inexpensive Method for Kinematic Calibration of a Parallel Robot by Using One Hand-Held Camera as Main Sensor,9
Design energy input spectra for high seismicity regions based on Turkish registers,9
Analysis of microscopic magnitudes of radiative blast waves launched in xenon clusters with collisional-radiative steady-state simulations,9
Parametrization of the average ionization and radiative cooling rates of carbon plasmas in a wide range of density and temperature,7
Sensorized robotic sphere for large exterior critical infrastructures supervision,9
X-ray Chirped Pulse Amplification: towards GW Soft X-ray Lasers,9
Non-Maxwellian electron distributions in time-dependent simulations of low-Z materials illuminated by a high-intensity X-ray laser,7
Distributed Pedestrian Detection Alerts Based on Data Fusion with Accurate Localization,11
Human Detection from a Mobile Robot Using Fusion of Laser and Vision Information,9
Wireless sensor networks for planetary exploration: Experimental assessment of communication and deployment,9
A cooperative multi-agent robotics system: Design and modelling,9
Mechanical and thermal behaviour of isotactic polypropylene reinforced with inorganic fullerene-like WS2 nanoparticles: Effect of filler loading and temperature,9
The integration of the prevention through design. Role of the designer in Spain and the countries within Europe's 15,3
Neutronics and activation of the preliminary reaction chamber of HiPER reactor based in a SCLL blanket,7
"Review of the C-nat(n,gamma) cross section and criticality calculations of the graphite moderated reactor BR1",7
An Overview of Fast DC-DC Converters for Envelope Amplifier in RF Transmitters,9
"Renyi entropies, L-q norms and linearization of powers of hypergeometric orthogonal polynomials by means of multivariate special functions",9
Experimental Investigation of Radio Signal Propagation in Scientific Facilities for Telerobotic Applications,9
A Taxonomy Heavy-Duty Telemanipulation Tasks using Elemental Actions Using Elemental Actions,9
Analysis of a Spanish energy scenario with Generation IV nuclear reactors,7
Enhancing the thermomechanical behaviour of poly(phenylene sulphide) based composites via incorporation of covalently grafted carbon nanotubes,9
Modular Robot System for Maintenance Tasks in Large Scientific Facilities,9
Towards Low-Cost Effective and Homogeneous Thermal Activation of Shape Memory Polymers,12
Strategic rigidity and foresight for technology adoption among electric utilities,9
A Characterization of Conserved Quantities in Non-Equilibrium Thermodynamics,9
Variable Structure Control with chattering elimination and guaranteed stability for a generalized T-S model,9
Linear Bayes policy for learning in contextual-bandits,9
A Multiatlas Segmentation Using Graph Cuts with Applications to Liver Segmentation in CT Scans,3
Insights into the Prevalence of Software Project Defects,9
Nanocomposite biomaterials based on poly(ether-ether-ketone) (PEEK) and WS2 inorganic nanotubes,9
Development of novel melt-processable biopolymer nanocomposites based on poly(L-lactic acid) and WS2 inorganic nanotubes,9
Evaluation of the seat fastening in the frame of a road bus submitted to frontal impact,3
"Behavior, for the Lorca earthquake on 11-05-2011, of wide beam building designed without seismic considerations",9
A remote handling rate-position controller for telemanipulating in a large workspace,9
"Code assessment and modelling for Design Basis Accident Analysis of the European sodium fast reactor design. Part I: System description, modelling and benchmarking",7
Effect of Temperature on the Evolution of Colour during the Maceration of Fruits in Liquor,9
Viability of the ESS-Bilbao neutron source for irradiation of nuclear fusion materials,7
Health monitoring of web plastifying dampers subjected to cyclic loading through vibration tests,9
Uncertainty in ellipse fitting using a flatbed scanner: development and experimental verification,9
Emission inventories and modeling requirements for the development of air quality plans. Application to Madrid (Spain),11
Detection and Tracking of Dynamic Objects by Using a Multirobot System: Application to Critical Infrastructures Surveillance,9
Optical properties of Au-Ag alloys: An ellipsometric study,9
Minimum Time Control for Multiphase Buck Converter: Analysis and Application,9
Estimating the modal parameters from multiple measurement setups using a joint state space model,9
DIMETER: A Haptic Master Device for Tremor Diagnosis in Neurodegenerative Diseases,3
Clay-Induced Degradation During the Melt Reprocessing of Waste Polycarbonate,12
External Force Estimation for Teleoperation Based on Proprioceptive Sensors,9
"Processing and Validation of JEFF-3.1.2 Cross-section Library into Various Formats: ACE, PENDF, GENDF, MATXSR and BOXER",7
Impact of Nuclear Data Uncertainties on Advanced Fuel Cycles and their Irradiated Fuel - a Comparison between Libraries,7
Analysis of Pu-238 and Fe-56 Evaluated Data for Use in MYRRHA,7
Nuclear Data Uncertainty Propagation to Reactivity Coefficients of a Sodium Fast Reactor,7
"Propagation of Neutron Cross Section, Fission Yield, and Decay Data Uncertainties in Depletion Calculations",7
Testing JEFF-3.1.1 and ENDF/B-VII.1 Decay and Fission Yield Nuclear Data Libraries with Fission Pulse Neutron Emission and Decay Heat Experiments,7
Study of PM10 and PM2.5 levels in three European cities: Analysis of intra and inter urban variations,11
A real time rescheduling algorithm based in Lyapunov stability's index for metro lines,11
Road Dust Emission Sources and Assessment of Street Washing Effect,11
Optimization of Dengue Immunoassay by Label-Free Interferometric Optical Detection Method,3
On the improvement of annual performance of solar thermal power plants through exergy management,7
Interatomic potential for the compound-forming Li-Pb liquid alloy,9
Shake-table tests of a reinforced concrete frame designed following modern codes: seismic performance and damage evaluation,9
Relativistic shock waves induced by ultra-high laser pressure,9
Double layer acceleration by laser radiation,9
System for Road Vehicle Energy Optimization Using Real Time Road and Traffic Information,12
Preliminary Evaluation of a Personal Healthcare System Prototype for Cognitive eRehabilitation in a Living Assistance Domain,3
The Ripple Cancellation Technique Applied to a Synchronous Buck Converter to Achieve a Very High Bandwidth and Very High Efficiency Envelope Amplifier,9
UNIVERSAL DEVICE FOR AUTOMATIC CONTROL OF A VEHICLE STEERING SYSTEM,9
Red Electrica de Espana Uses Integer Programming for Annual Salary Revisions,8
Bus line classification using neural networks,11
Silicon nanopillar arrays with SiO2 overlayer for biosensing application,3
Genetically aerodynamic optimization of the nose shape of a high-speed train entering a tunnel,9
Advancements in the design and validation of an air pollution integrated assessment model for Spain,13
Thermoeconomic Evaluation of Integrated Solar Combined Cycle Systems (ISCCS),7
Deep reactive ion etching of auxetic structures: present capabilities and challenges,9
Potential issues related to emergency core cooling system strainers performance at boiling water reactors: Application to Cofrentes NPP (Spain),7
Energy-consistent time integration for nonlinear viscoelasticity,9
Rapid prototyping of multi-scale biomedical microdevices by combining additive manufacturing technologies,9
Twinning of Polymer Crystals Suppressed by Entropy,9
"Experimental characterization of the probability density function of the operating loads supported by urban buses in Madrid, Spain",9
Embedded silver nanoparticle multilayers fabricated by femtosecond pulsed laser deposition,9
Robust fabrication of electrospun-like polymer mats to direct cell behaviour,3
"Novel poly(3-hydroxybutyrate) nanocomposites containing WS2 inorganic nanotubes with improved thermal, mechanical and tribological properties",9
Control of a Delayed Teleoperation System Applying State Convergence Approach,9
Passive neutron area monitor with pairs of TLDs as neutron detector,7
Code assessment and modelling for Design Basis Accident analysis of the European Sodium Fast Reactor design. Part II: Optimised core and representative transients analysis,7
Performance of buildings with masonry infill walls during the 2011 Lorca earthquake,9
Experimental tests in human-robot collision evaluation and characterization of a new safety index for robot operation,9
Multivariate Exponential Smoothing and Dynamic Factor Model Applied to Hourly Electricity Price Analysis,7
Morphological and microstructural characterization of nanostructured pure alpha-phase W coatings on a wide thickness range,9
Wave reflection at a stent,9
On-board wet road surface identification using tyre/road noise and Support Vector Machines,11
Difference equation matrix model (DEMM) for the control of wind turbines,7
INTEGRATION AND VALIDATION OF A DISRUPTION PREDICTOR SIMULATOR IN JET,9
"Impact of Spanish electricity mix, over the period 2008-2030, on the Life Cycle energy consumption and GHG emissions of Electric, Hybrid Diesel-Electric, Fuel Cell Hybrid and Diesel Bus of the Madrid Transportation System",7
Electrocatalytic Properties of Carbosilane-Based Hyperbranched Polymers Functionalized with Interacting Ferrocenyl Units,9
Power system observability via optimization,9
Synthesis and Electrochemistry of ((Diferrocenylsilyl)propyl)- and ((Triferrocenylsilyl)propyl)triethoxysilanes,9
Towards a safety index for assessing head injury potential in service robotics,9
Tribological behavior of plasma-polymerized aminopropyltriethoxysilane films deposited on thermoplastic elastomers substrates,9
An intelligent supervision system for open loop controlled processes,9
Label-free biosensing by means of BICELLs for dry eye,3
Searching for the Most Creative Engineer,4
Aspen Plus supported conceptual design of the aromatic-aliphatic separation from low aromatic content naphtha using 4-methyl-N-butylpyridinium tetrafluoroborate ionic liquid,9
Overview of Microsystems for Studying Cell Behavior Under Culture,3
"Microstructured Devices for Studying Cell Adhesion, Dynamics and Overall Mechanobiology",3
Tissue Engineering Scaffolds for Repairing Soft Tissues,3
Fluidic Microsystems: From Labs-on-Chips to Microfluidic Cell Culture,9
Monitoring of airborne biological particles in outdoor atmosphere. Part 2: Metagenomics applied to urban environments,11
"Ionic liquids for post-combustion CO2 capture by physical absorption: Thermodynamic, kinetic and process analysis",13
PC-SAFT thermodynamics of EVA copolymer – Solvent systems,9
Monolithic 3D labs- and organs-on-chips obtained by lithography-based ceramic manufacture,3
Choline Chloride-Based Deep Eutectic Solvents in the Dearomatization of Gasolines,7
Biomechanical assays for the study of the effects of hip prostheses: application to the reconstruction of bone defects with femoral allografts.,3
Present state and perspectives of variable renewable energies in Spain,7
A simple means of producing highly transparent graphene on sapphire using chemical vapor deposition on a copper catalyst,12
Advances in the conceptual design of a gas-cooled Accelerator Driven System (ADS) transmutation device for a sustainable nuclear energy development,7
Estimation of radiation coupling factors in film boiling around spheres by mean of Computational Fluid Dynamics (CFD) tools,7
Conceptual design of a gas-cooled accelerator-driven reactor with very fast spectrum,9
Monte Carlo analysis of the long-lived fission product neutron capture rates at the Transmutation by Adiabatic Resonance Crossing (TARC) experiment,7
Thermal cracking of methane in a liquid metal bubble column reactor: Experiments and kinetic analysis,7
Experimental investigation and thermo-chemical modeling of methane pyrolysis in a liquid metal bubble column reactor with a packed bed,7
A review on the application of liquid metals as heat transfer fluid in Concentrated Solar Power technologies,7
Numerical Research of Film Boiling Heat Transfer Around a Vertical Short Cylinder with Flat or Hemispherical Ends,7
Numerical prediction of the mean temperature of the vapor film in film boiling heat transfer,7
Life cycle assessment of hydrogen production by thermal cracking of methane based on liquid-metal technology,7
High concentration linear Fresnel reflectors,7
A comparative analysis of configurations of linear fresnel collectors for concentrating solar power,7
A coherent integration of design choices for advancing in solar thermal power,7
Analysis and comparison of Integrated Solar Combined Cycles using parabolic troughs and linear Fresnel reflectors as concentrating systems,7
Parabolic trough collector or linear Fresnel collector? A comparison of optical features including thermal quality based on commercial solutions,7
"Thermal efficiency of direct, inverse and sCO2gas turbine cycles intended for small power plants",7
Performance model and thermal comparison of different alternatives for the Fresnel single-tube receiver,7
A comprehensive optical characterization of linear Fresnel collectors by means of an analytic study,7
Design of an innovative linear Fresnel collector by means of optical performance optimization: A comparison with parabolic trough collectors for different latitudes,7
Advances in the linear Fresnel single-tube receivers: Hybrid loops with non-evacuated and evacuated receivers,9
Innovative thermal storage strategies for Fresnel-based concentrating solar plants with East-West orientation,7
Optical features of linear Fresnel collectors with different secondary reflector technologies,7
Resonant nanopillars arrays for label-free biosensing,3
Arrays of resonant nanopillars for biochemical sensing,3
Current state and optimal development of the renewable electricity generation mix in Spain,7
An Innovative Energy Harvesting Shock Absorber System Using Cable Transmission,7
Universidad Politecnica de Madrid Uses Integer Programming for Scheduling Weekly Assessment Activities,4
Characterization of Parkinson's disease dysarthria in terms of speech articulation kinematics,3
"Highly Efficient, Full ZVS, Hybrid, Multilevel DC/DC Topology for Two-Stage Grid-Connected 1500-V PV System with Employed 900-V SiC Devices",9
Energy capacity and seismic performance of RC waffle-flat plate structures under two components of far-field ground motions: Shake table tests,9
Vortex Matter in a Superconducting Square Under 2D Thermal Gradient,9
Diagnosis of hysteretic dampers used for seismic protection of structures by means ultrasonic measurements,9
Loose Coupling Based Reference Scheme for Shop Floor-Control System/Production-Equipment Integration,9
Biomedical Engineering Project Based Learning: Euro-African Design School Focused on Medical Devices,4
Effect of Binaural Stimulation on Attention and EEG,3
Implementation of a Building Automation System Based on Semantic Modeling,9
Engineering Education for Sustainability: A Multistakeholder Case Study on ICT and Transportation,4
Study of Collaboration Activities between Academia and Industry for Improving the Teaching-Learning Process,4
Industrial Methanol from Syngas: Kinetic Study and Process Simulation,9
"ANISOTROPIC ""GOAL-ORIENTED"" MESH ADAPTIVITY FOR ELLIPTIC PROBLEMS",9
Effects of laser shock processing on 316L stainless steel welds,9
Evaluating alternative industrial network organizations and information systems,9
"Hopf bifurcation via the Poincar, procedure in delay-differential equations with two delays",9
Comparison between three predictive methods for the calculation of polymer solubility parameters,9
Bilateral control by state convergence based on transparency for systems with time delay,9
Changes in the Mechanical Properties of Chemically Treated Bovine Pericardium After a Short Uniaxial Cyclic Test,9
Quantitative analysis of potential power production and environmental benefits of Biomass Integrated Gasification Combined Cycles in the European Union,7
Comblike Ionic Complexes of Poly(gamma-glutamic acid) and Alkanoylcholines Derived from Fatty Acids,9
ENVIROMENTAL MANAGEMENT IN INDUSTRIAL SMEs,13
Implementation of a thrust reverse noise detection system for airports,9
Optimizing Electric Rail Energy Consumption Using the Lagrange Multiplier Technique,9
An improved methodology for the experimental evaluation of tool runout in peripheral milling,9
Assessing the benefit of the brake assist system for pedestrian injury mitigation through real-world accident investigations,3
Static-dynamic multi-scale structural damage identification in a multi-objective framework,9
Design and application oilfield pipelines inspection prototype robot (progressive cavity pumps and electric submersible pumps),9
A methodology for schedule-based paths recommendation in multimodal public transportation networks,11
Comparison of sulphide corrosivity of sulphate- and non-sulphate-reducing prokaryotes isolated from oilfield injection water,6
Competency Training for Managing International Cooperation Engineering Projects,8
"Analysis of energetic and exergetic efficiency, and environmental benefits of biomass integrated gasification combined cycle technology",7
A methodology for the geometric design of heat recovery steam generators applying genetic algorithms,9
Thermodynamic Interactions of EVA Copolymer-Solvent Systems by Inverse Gas Chromatography Measurements,9
"Dosimetric assessment and characterisation of the neutron field around a Howitzer container using a Bonner sphere spectrometer, Monte Carlo simulations and the NSDann and NSDUAZ unfolding codes",3
Shock mechanisms by ultrahigh laser accelerated plasma blocks in solid density targets for fusion,7
Polymer degradation during the melt processing of clay reinforced polycarbonate nanocomposites,12
Microstructural characterization and friction coefficient after the laser shock processing treatment on AISI 316 L stainless steel welds,9
Evaluation and implementation of social responsibility,8
A process-oriented approach to modeling the conceptual design of aircraft assembly lines,9
Synchronous Buck Converter With Output Impedance Correction Circuit,9
Simple model for chain packing and crystallization of soft colloidal polymers,9
KNOWLEDGE SHARING IN THE COMPANY. LEARNING FROM EXPERIENCE,8
Asplund Operators and p-Integral Polynomials,9
Energy for Sustainable Development: A systematic approach for a badly defined challenge,7
Analysis of wavelength influence on a-Si crystallization processes with nanosecond laser sources,7
Self-Reconfigurable Evolvable Hardware System for Adaptive Image Processing,9
Creep behavior and surface characterization of a laser surface nitrided Ti-6Al-4V alloy,9
A full-scale simulation model to reproduce urban traffic in real conditions in driving simulators,11
Ends of sandwich beams subjected to pure bending. Analysis and design,9
The structure of poly(gamma-glutamic acid)/nanoclay hybrids compatibilized by alkylammonium surfactants,9
Atomistic molecular point of view for liquid lead and lithium in Nuclear Fusion technology,7
Picosecond-laser structuring of amorphous-silicon thin-film solar modules,8
On the use of variable bending stiffness clothoidal strips for the analysis and synthesis of low variability torque-angle turned curves in spiral torsion springs,9
Analysis of out-of-plane stresses in sandwich beams subjected to pure bending with large deflections,9
Polypropylene/Glass Fiber Hierarchical Composites Incorporating Inorganic Fullerene-like Nanoparticles for Advanced Technological Applications,9
Evaluating the Reinforcement of Inorganic Fullerene-like Nanoparticles in Thermoplastic Matrices by Depth-Sensing Indentation,9
QUALITY MANAGEMENT SYSTEM AND ORGANIZATIONAL PERFORMANCE IN THE OIL INDUSTRY,8
DETECTION OF OPERATIONAL RISKS IN ENTERPRISES OF THE ELECTRICITY SECTOR APPLYING THE RECOMENDATIONS OF THE BASEL COMMITTEE,3
Optimising lubricated friction coefficient by surface texturing,9
An enhanced method for cutting force estimation in peripheral milling,9
Comparative study of potential pentamodal metamaterials inspired by Bravais lattices,9
Robust WLS estimator using reweighting techniques for electric energy systems,7
Three dimensional nonlinear model of beam tests for bond of near-surface mounted FRP rods in concrete,9
Jamming and crystallization in athermal polymer packings,9
EVALUATION OF THE OPERATIONAL RISKS IN ENTERPRISES OF THE ELECTRIC SECTOR APPLYING SUGGESTIONS FROM THE BASEL COMMITTEE,3
Single-Carrier and Multicarrier Transceivers Based on Discrete Cosine Transform Type-IV,9
Study of the bending response of metal foam-filled beams applied to enhance the rollover behaviour of coach structures,9
Thermal Degradation Kinetics of Insulating/Conducting Epoxy/Zn Composites Under Nonisothermal Conditions,9
Comparative Study of CAD-CAE Programs Taking Account of the Opinions of Students and Teachers,4
Macroscopic attraction-based simulation of pedestrian mobility: A dynamic individual route-choice approach,11
Emotion as Morphofunctionality,3
Impacts of Electric Mobility on the Electric Grid,7
The Evolution from Electric Grid to Smart Grid,7
Performance and Professional Skills in an Online Java Programming Course for Engineering Students,4
Do Classes in Cooperative Classrooms Have a Positive Influence on Creativity and Teamwork Skills for Engineering Students?,4
Integral Framework to Drive Engineering Education beyond Technical Skills,4
Promotion of Professional Skills in Engineering Education: Strategies and Challenges,4
An Active Project Management Framework for Professional Skills Development,8
Analysis of different multiaxial fatigue criteria in the prediction of pitting failure in spur gears,9
Filter Design Methodology and Application of GaN HEMTs in High-Frequency DC/DC Converter,9
Wave Content of Wooden Floors,9
Inorganic WS2 nanotubes that improve the crystallization behavior of poly(3-hydroxybutyrate),9
A torsion-free non-linear beam model,9
Impact of Transformer Correlations in State Estimation Using the Unscented Transformation,7
Turbidimetric and intrinsic viscosity study of EVA copolymer-solvent systems,9
Vortex-Induced Vibrations on Cross Sections in Tandem Arrangement,9
Best estimation of spectrum profiles for diagnosing femoral prostheses loosening,3
EIS monitoring study of the early microbiologically influenced corrosion of AISI 304L stainless steel condenser tubes in freshwater,6
Theoretical Efficiency Limits of a Serial and Parallel Linear-Assisted Switching Converter as an Envelope Amplifier,9
Explanatory and prediction power of two macro models. An application to van-involved accidents in Spain,11
Life cycle assessment as a policy-support tool: The case of taxis in the city of Madrid,11
"Novel polypropylene/inorganic fullerene-like WS2 nanocomposites containing a beta-nucleating agent: Mechanical, tribological and rheological properties",9
Thermodynamic cycles optimised for medium enthalpy units of concentrating solar power,7
Implementation of the Disruption Predictor APODIS in JET's Real-Time Network Using the MARTe Framework,9
Artificial neural network approach to predict the lubricated friction coefficient,9
Soft real-time EPICS extensions for fast control: A case study applied to a TCV equilibrium algorithm,9
Advanced predictive system using artificial intelligence for cleaning of steel coils,9
A FIRST SIMULATION STUDY OF HYDROGEN ISOTOPE ACCUMULATION AND DIFFUSION IN TUNGSTEN FIRST WALL OF HiPER INERTIAL FUSION FACILITY,7
"An anisotropic, fully adaptive algorithm for the solution of convection-dominated equations with semi-Lagrangian schemes",9
A general methodology for online TS fuzzy modeling by the extended Kalman filter,9
Selective Smooth Fictitious Play: An approach based on game theory for patrolling infrastructures with a multi-robot system,9
The Activities of the European Consortium on Nuclear Data Development and Analysis for Fusion,7
PROPAGATION OF NUCLEAR DATA UNCERTAINTIES FOR PWR CORE ANALYSIS,7
Mechanical characterisation of virgin and recovered polycarbonate based nanocomposites by means of Depth Sensing Indentation measurements,9
Calculation of radiative opacity of plasma mixtures using a relativistic screened hydrogenic model,9
A metric to gauge local distortion in metallic glasses and supercooled liquids,9
Fission yield covariance generation and uncertainty propagation through fission pulse decay heat calculation,7
A thermodynamically consistent numerical method for a phase field model of solidification,9
A method to determine the economic cost of fouling of gas turbine compressors,7
